1.500962	-0.4861107
1.500962	-0.5555553
2.102116	-0.625
2.102116	-0.625
2.402692	-0.6944447
2.402692	-0.7638884
2.703269	-0.833333
3.003846	-0.7638884
3.003846	-0.9027777
3.605	-0.9722223
3.605	-0.9027777
3.905577	-1.041666
4.206154	-1.180555
4.206154	-1.25
4.506731	-1.25
4.807308	-1.25
4.807308	-1.25
5.107885	-1.319445
5.408462	-1.319445
5.709039	-1.319445
6.009615	-1.458333
6.009615	-1.527778
6.310192	-1.527778
6.310192	-1.666666
6.610769	-1.666666
6.610769	-1.736111
6.911346	-1.805555
7.211923	-1.875
7.211923	-1.875
7.211923	-1.875
7.5125	-1.875
7.813076	-1.944445
7.813076	-1.944445
8.113653	-2.013888
8.41423	-2.083333
8.113653	-2.013888
8.41423	-2.013888
8.41423	-2.083333
8.41423	-2.152778
8.714808	-2.152778
8.714808	-2.222222
9.015385	-2.222222
9.015385	-2.152778
9.015385	-2.152778
9.315962	-2.152778
9.315962	-2.083333
9.315962	-2.083333
9.315962	-2.013888
9.616539	-2.083333
9.616539	-2.083333
9.616539	-2.013888
9.616539	-2.083333
9.917115	-2.083333
9.616539	-2.083333
9.917115	-2.083333
9.616539	-2.083333
9.616539	-2.013888
9.616539	-1.944445
9.917115	-1.875
9.917115	-1.875
9.917115	-1.805555
9.616539	-1.875
9.917115	-1.875
9.616539	-1.875
9.616539	-1.944445
9.616539	-1.875
9.616539	-1.944445
9.616539	-1.944445
9.315962	-1.875
9.315962	-1.944445
9.315962	-1.875
9.315962	-1.875
9.315962	-1.805555
9.015385	-1.736111
9.015385	-1.805555
8.714808	-1.736111
8.714808	-1.805555
8.714808	-1.736111
8.714808	-1.736111
8.41423	-1.666666
8.41423	-1.805555
8.41423	-1.805555
8.113653	-1.666666
8.113653	-1.666666
7.813076	-1.666666
7.5125	-1.597222
7.211923	-1.527778
7.211923	-1.527778
6.911346	-1.458333
6.610769	-1.458333
6.911346	-1.388888
6.610769	-1.388888
6.610769	-1.319445
6.009615	-1.25
6.009615	-1.180555
6.009615	-1.111111
5.709039	-1.041666
5.408462	-0.9027777
5.408462	-0.9027777
5.107885	-0.9027777
4.807308	-0.9027777
4.506731	-0.9027777
4.206154	-0.9027777
4.206154	-0.833333
3.905577	-0.6944447
3.905577	-0.625
3.605	-0.5555553
3.304423	-0.4861107
3.003846	-0.4861107
3.003846	-0.416666
2.703269	-0.416666
2.402692	-0.3472223
2.102116	-0.3472223
1.801538	-0.3472223
1.500962	-0.2777777
1.500962	-0.208333
1.200385	-0.1388884
0.8998079	-6.94E-02
0.8998079	6.94E-02
0.5992309	6.94E-02
0.5992309	6.94E-02
0.298654	6.94E-02
-1.92E-03	0.208334
-0.3024999	0.208334
-0.6030768	0.2777777
-0.6030768	0.2777777
-0.9036537	0.2777777
-1.204231	0.2777777
-1.504807	0.3472223
-1.504807	0.416667
-1.805384	0.4861107
-2.105961	0.5555553
-2.406538	0.625
-2.406538	0.7638893
-2.707115	0.833334
-3.308269	0.9027786
-3.308269	0.9722233
-3.308269	0.9722233
-3.608846	0.9027786
-3.909423	0.9722233
-4.21	1.041666
-4.510577	1.111111
-4.510577	1.25
-4.811153	1.388889
-4.811153	1.458334
-5.111731	1.458334
-5.111731	1.527779
-5.412308	1.597223
-5.712884	1.597223
-6.013461	1.458334
-6.013461	1.527779
-6.013461	1.527779
-6.314038	1.458334
-6.614615	1.527779
-6.614615	1.666666
-6.915192	1.666666
-6.915192	1.736111
-6.915192	1.736111
-7.215769	1.736111
-7.516346	1.736111
-7.516346	1.736111
-7.816923	1.736111
-7.816923	1.736111
-7.816923	1.666666
-7.816923	1.736111
-8.117499	1.666666
-8.418077	1.597223
-8.418077	1.597223
-8.718654	1.597223
-8.418077	1.597223
-8.718654	1.666666
-8.718654	1.736111
-8.718654	1.805555
-8.718654	1.875
-9.01923	1.805555
-9.01923	1.805555
-8.718654	1.805555
-9.01923	1.805555
-9.01923	1.805555
-9.01923	1.875
-8.718654	1.805555
-9.01923	1.805555
-9.01923	1.944445
-9.319807	2.013889
-9.01923	2.013889
-9.01923	1.944445
-9.01923	2.013889
-9.01923	1.944445
-9.01923	1.875
-9.01923	1.875
-9.01923	1.944445
-8.718654	1.875
-8.718654	1.805555
-9.01923	1.944445
-8.718654	1.944445
-8.418077	1.805555
-8.418077	1.805555
-8.418077	1.805555
-8.418077	1.805555
-8.418077	1.736111
-8.117499	1.805555
-8.117499	1.736111
-7.816923	1.736111
-7.816923	1.666666
-7.816923	1.666666
-7.516346	1.666666
-7.516346	1.597223
-7.215769	1.597223
-7.215769	1.527779
-6.915192	1.458334
-6.915192	1.388889
-6.915192	1.319445
-6.614615	1.388889
-6.614615	1.25
-6.314038	1.25
-6.013461	1.180555
-5.712884	1.180555
-5.712884	1.111111
-5.412308	1.111111
-5.111731	1.111111
-5.111731	1.041666
-5.111731	0.9722233
-4.811153	0.9027786
-4.510577	0.9027786
-4.21	0.7638893
-4.21	0.625
-3.909423	0.625
-3.608846	0.5555553
-3.608846	0.4861107
-3.308269	0.4861107
-3.007692	0.4861107
-3.007692	0.4861107
-2.707115	0.416667
-2.406538	0.416667
-2.105961	0.2777777
-1.805384	0.208334
-1.504807	0.1388893
-1.504807	6.94E-02
-1.204231	-6.94E-02
-0.9036537	-6.94E-02
-0.9036537	-6.94E-02
-0.6030768	-0.1388884
-0.3024999	-0.1388884
-1.92E-03	-0.1388884
0.298654	-0.208333
0.298654	-0.3472223
0.5992309	-0.4861107
0.8998079	-0.4861107
0.8998079	-0.5555553
1.200385	-0.625
1.801538	-0.625
1.801538	-0.625
1.801538	-0.6944447
2.102116	-0.7638884
2.402692	-0.7638884
2.402692	-0.7638884
2.703269	-0.9027777
3.003846	-0.9027777
3.304423	-0.9027777
3.605	-0.9722223
3.905577	-1.041666
3.905577	-1.111111
4.206154	-1.111111
4.506731	-1.180555
4.506731	-1.25
4.807308	-1.25
4.807308	-1.319445
5.107885	-1.319445
5.107885	-1.319445
5.709039	-1.319445
5.709039	-1.388888
6.009615	-1.388888
6.009615	-1.527778
6.310192	-1.527778
6.610769	-1.597222
6.911346	-1.597222
6.911346	-1.597222
7.211923	-1.666666
7.211923	-1.736111
7.211923	-1.666666
7.5125	-1.666666
7.813076	-1.666666
7.813076	-1.736111
7.813076	-1.736111
8.113653	-1.805555
8.41423	-1.875
8.41423	-1.875
8.41423	-1.875
8.714808	-1.875
8.714808	-1.944445
9.015385	-1.875
9.015385	-1.805555
9.015385	-1.944445
9.315962	-1.944445
9.315962	-1.944445
9.315962	-1.944445
9.315962	-2.013888
9.315962	-1.944445
9.616539	-1.944445
9.616539	-2.013888
9.616539	-2.013888
9.917115	-2.013888
9.616539	-2.013888
9.616539	-2.083333
9.616539	-2.083333
9.616539	-1.944445
9.917115	-2.013888
9.917115	-2.013888
9.616539	-1.944445
9.616539	-1.944445
9.616539	-1.944445
9.616539	-1.944445
9.616539	-2.013888
9.616539	-2.013888
9.616539	-2.013888
9.616539	-1.944445
9.616539	-1.944445
9.315962	-1.944445
9.616539	-1.944445
9.315962	-1.875
9.315962	-1.805555
9.315962	-1.944445
9.315962	-1.875
9.315962	-1.805555
9.015385	-1.944445
8.714808	-1.805555
8.714808	-1.805555
8.714808	-1.805555
8.41423	-1.805555
8.41423	-1.666666
8.113653	-1.666666
8.113653	-1.666666
8.113653	-1.736111
7.813076	-1.666666
7.813076	-1.597222
7.5125	-1.597222
7.5125	-1.597222
7.211923	-1.527778
6.911346	-1.458333
6.911346	-1.458333
6.911346	-1.458333
6.610769	-1.388888
6.310192	-1.388888
6.009615	-1.388888
6.009615	-1.388888
5.709039	-1.25
5.709039	-1.25
5.709039	-1.180555
5.107885	-1.180555
5.107885	-1.180555
4.807308	-1.111111
4.506731	-1.041666
4.506731	-0.9722223
4.206154	-0.9722223
3.905577	-0.833333
3.605	-0.7638884
3.605	-0.6944447
